Time,"Cell Type","T3","alpha3","pressure","vtkGhostType"
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
5.4066e-07,9,300,1,1e+05,0
