Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.7047e-07,9,305.15,1,305.15,7.014e+07,0
8.7047e-07,9,305.15,1,305.15,7.0122e+07,0
8.7047e-07,9,305.15,1,305.15,7.0087e+07,0
8.7047e-07,9,305.15,1,305.15,7.0034e+07,0
8.7047e-07,9,305.14,1,305.14,6.9962e+07,0
8.7047e-07,9,305.13,1,305.13,6.9874e+07,0
8.7047e-07,9,305.13,1,305.13,6.9769e+07,0
8.7047e-07,9,305.12,1,305.12,6.9648e+07,0
8.7047e-07,9,305.11,1,305.11,6.9514e+07,0
8.7047e-07,9,305.1,1,305.1,6.9363e+07,0
8.7047e-07,9,305.09,1,305.09,6.9197e+07,0
8.7047e-07,9,305.07,1,305.07,6.9018e+07,0
8.7047e-07,9,305.06,1,305.06,6.8826e+07,0
8.7047e-07,9,305.05,1,305.05,6.8622e+07,0
8.7047e-07,9,305.03,1,305.03,6.8406e+07,0
8.7047e-07,9,305.02,1,305.01,6.8178e+07,0
8.7047e-07,9,305,1,305,6.794e+07,0
8.7047e-07,9,304.98,1,304.98,6.769e+07,0
8.7047e-07,9,304.96,1,304.96,6.743e+07,0
8.7047e-07,9,304.94,1,304.94,6.7159e+07,0
8.7047e-07,9,304.92,1,304.92,6.6876e+07,0
8.7047e-07,9,304.9,1,304.9,6.6583e+07,0
8.7047e-07,9,304.88,1,304.88,6.6279e+07,0
8.7047e-07,9,304.86,1,304.86,6.5965e+07,0
8.7047e-07,9,304.84,1,304.84,6.5642e+07,0
8.7047e-07,9,304.81,1,304.81,6.531e+07,0
8.7047e-07,9,304.79,1,304.79,6.4969e+07,0
8.7047e-07,9,304.76,1,304.76,6.4621e+07,0
8.7047e-07,9,304.74,1,304.74,6.4264e+07,0
8.7047e-07,9,304.71,1,304.71,6.3901e+07,0
8.7047e-07,9,304.69,1,304.69,6.3529e+07,0
8.7047e-07,9,304.66,1,304.66,6.315e+07,0
8.7047e-07,9,304.63,1,304.63,6.2763e+07,0
8.7047e-07,9,304.6,1,304.6,6.2371e+07,0
8.7047e-07,9,304.58,1,304.58,6.1976e+07,0
8.7047e-07,9,304.55,1,304.55,6.1576e+07,0
8.7047e-07,9,304.52,1,304.52,6.1169e+07,0
8.7047e-07,9,304.49,1,304.49,6.0758e+07,0
8.7047e-07,9,304.46,1,304.46,6.0341e+07,0
8.7047e-07,9,304.43,1,304.43,5.9919e+07,0
8.7047e-07,9,304.4,1,304.4,5.9493e+07,0
8.7047e-07,9,304.37,1,304.37,5.9063e+07,0
8.7047e-07,9,304.34,1,304.34,5.8632e+07,0
8.7047e-07,9,304.31,1,304.31,5.8199e+07,0
8.7047e-07,9,304.28,1,304.28,5.7767e+07,0
8.7047e-07,9,304.25,1,304.24,5.7335e+07,0
8.7047e-07,9,304.21,1,304.21,5.6904e+07,0
8.7047e-07,9,304.18,1,304.18,5.6476e+07,0
8.7047e-07,9,304.15,1,304.15,5.6052e+07,0
8.7047e-07,9,304.12,1,304.12,5.5626e+07,0
8.7047e-07,9,304.09,1,304.09,5.52e+07,0
8.7047e-07,9,304.06,1,304.06,5.4776e+07,0
8.7047e-07,9,305.16,1,305.16,7.0189e+07,0
8.7047e-07,9,305.16,1,305.16,7.0172e+07,0
8.7047e-07,9,305.15,1,305.15,7.014e+07,0
8.7047e-07,9,305.15,1,305.15,7.009e+07,0
8.7047e-07,9,305.14,1,305.14,7.0023e+07,0
8.7047e-07,9,305.14,1,305.14,6.9939e+07,0
8.7047e-07,9,305.13,1,305.13,6.9839e+07,0
8.7047e-07,9,305.12,1,305.12,6.9723e+07,0
8.7047e-07,9,305.11,1,305.11,6.9593e+07,0
8.7047e-07,9,305.1,1,305.1,6.9447e+07,0
8.7047e-07,9,305.09,1,305.09,6.9284e+07,0
8.7047e-07,9,305.08,1,305.08,6.9107e+07,0
8.7047e-07,9,305.07,1,305.07,6.8916e+07,0
8.7047e-07,9,305.05,1,305.05,6.8712e+07,0
8.7047e-07,9,305.04,1,305.04,6.8495e+07,0
8.7047e-07,9,305.02,1,305.02,6.8266e+07,0
8.7047e-07,9,305,1,305,6.8025e+07,0
8.7047e-07,9,304.99,1,304.99,6.7773e+07,0
8.7047e-07,9,304.97,1,304.97,6.7509e+07,0
8.7047e-07,9,304.95,1,304.95,6.7235e+07,0
8.7047e-07,9,304.93,1,304.93,6.6949e+07,0
8.7047e-07,9,304.91,1,304.91,6.6654e+07,0
8.7047e-07,9,304.89,1,304.89,6.6347e+07,0
8.7047e-07,9,304.86,1,304.86,6.6031e+07,0
8.7047e-07,9,304.84,1,304.84,6.5706e+07,0
8.7047e-07,9,304.82,1,304.82,6.5373e+07,0
8.7047e-07,9,304.79,1,304.79,6.503e+07,0
8.7047e-07,9,304.77,1,304.77,6.468e+07,0
8.7047e-07,9,304.74,1,304.74,6.4322e+07,0
8.7047e-07,9,304.72,1,304.72,6.3957e+07,0
8.7047e-07,9,304.69,1,304.69,6.3585e+07,0
8.7047e-07,9,304.66,1,304.66,6.3206e+07,0
8.7047e-07,9,304.64,1,304.64,6.2819e+07,0
8.7047e-07,9,304.61,1,304.61,6.2428e+07,0
8.7047e-07,9,304.58,1,304.58,6.2031e+07,0
8.7047e-07,9,304.55,1,304.55,6.1628e+07,0
