Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
1.0359e-06,9,302.97,1,302.98,3.8148e+07,0
1.0359e-06,9,302.97,1,302.98,3.8117e+07,0
1.0359e-06,9,302.97,1,302.97,3.81e+07,0
1.0359e-06,9,302.96,1,302.97,3.8035e+07,0
1.0359e-06,9,302.96,1,302.96,3.7953e+07,0
1.0359e-06,9,302.95,1,302.95,3.7817e+07,0
1.0359e-06,9,302.93,1,302.94,3.7635e+07,0
1.0359e-06,9,302.92,1,302.92,3.7446e+07,0
1.0359e-06,9,302.9,1,302.9,3.7217e+07,0
1.0359e-06,9,302.88,1,302.88,3.6978e+07,0
1.0359e-06,9,302.87,1,302.87,3.6771e+07,0
1.0359e-06,9,302.85,1,302.85,3.6569e+07,0
1.0359e-06,9,302.84,1,302.84,3.6383e+07,0
1.0359e-06,9,302.82,1,302.82,3.6199e+07,0
1.0359e-06,9,302.81,1,302.81,3.6e+07,0
1.0359e-06,9,302.79,1,302.79,3.5775e+07,0
1.0359e-06,9,302.77,1,302.77,3.5521e+07,0
1.0359e-06,9,302.74,1,302.74,3.5231e+07,0
1.0359e-06,9,302.72,1,302.72,3.4886e+07,0
1.0359e-06,9,302.69,1,302.69,3.449e+07,0
1.0359e-06,9,302.65,1,302.65,3.4098e+07,0
1.0359e-06,9,302.62,1,302.62,3.3665e+07,0
1.0359e-06,9,302.58,1,302.58,3.32e+07,0
1.0359e-06,9,302.55,1,302.55,3.2705e+07,0
1.0359e-06,9,302.51,1,302.51,3.2213e+07,0
1.0359e-06,9,302.47,1,302.47,3.1764e+07,0
1.0359e-06,9,302.44,1,302.44,3.1375e+07,0
1.0359e-06,9,302.42,1,302.42,3.1067e+07,0
1.0359e-06,9,302.4,1,302.4,3.0826e+07,0
1.0359e-06,9,302.39,1,302.39,3.0649e+07,0
1.0359e-06,9,302.38,1,302.38,3.0524e+07,0
1.0359e-06,9,302.37,1,302.37,3.0448e+07,0
1.0359e-06,9,302.37,1,302.37,3.0416e+07,0
1.0359e-06,9,302.36,1,302.36,3.0415e+07,0
1.0359e-06,9,302.36,1,302.36,3.0428e+07,0
1.0359e-06,9,302.36,1,302.36,3.0451e+07,0
1.0359e-06,9,302.36,1,302.36,3.0467e+07,0
1.0359e-06,9,302.36,1,302.36,3.0454e+07,0
1.0359e-06,9,302.36,1,302.36,3.0412e+07,0
1.0359e-06,9,302.35,1,302.34,3.03e+07,0
1.0359e-06,9,302.33,1,302.33,3.0107e+07,0
1.0359e-06,9,302.3,1,302.3,2.9802e+07,0
1.0359e-06,9,302.27,1,302.27,2.9375e+07,0
1.0359e-06,9,302.23,1,302.23,2.883e+07,0
1.0359e-06,9,302.18,1,302.18,2.8257e+07,0
1.0359e-06,9,302.15,1,302.15,2.7784e+07,0
1.0359e-06,9,302.12,1,302.12,2.7403e+07,0
1.0359e-06,9,302.1,1,302.1,2.7105e+07,0
1.0359e-06,9,302.08,1,302.08,2.6879e+07,0
1.0359e-06,9,302.07,1,302.06,2.6707e+07,0
1.0359e-06,9,302.05,1,302.05,2.6571e+07,0
1.0359e-06,9,302.05,1,302.05,2.6457e+07,0
1.0359e-06,9,303.02,1,303.02,3.8348e+07,0
1.0359e-06,9,303.01,1,303.01,3.8322e+07,0
1.0359e-06,9,303.01,1,303.01,3.8267e+07,0
1.0359e-06,9,303,1,303,3.8183e+07,0
1.0359e-06,9,302.99,1,302.99,3.8067e+07,0
1.0359e-06,9,302.98,1,302.98,3.7914e+07,0
1.0359e-06,9,302.97,1,302.97,3.7725e+07,0
1.0359e-06,9,302.95,1,302.95,3.7507e+07,0
1.0359e-06,9,302.93,1,302.93,3.7268e+07,0
1.0359e-06,9,302.91,1,302.91,3.7016e+07,0
1.0359e-06,9,302.9,1,302.9,3.6765e+07,0
1.0359e-06,9,302.88,1,302.88,3.652e+07,0
1.0359e-06,9,302.86,1,302.86,3.6295e+07,0
1.0359e-06,9,302.84,1,302.84,3.6085e+07,0
1.0359e-06,9,302.83,1,302.83,3.5876e+07,0
1.0359e-06,9,302.81,1,302.81,3.5648e+07,0
1.0359e-06,9,302.79,1,302.79,3.5391e+07,0
1.0359e-06,9,302.76,1,302.76,3.5098e+07,0
1.0359e-06,9,302.74,1,302.74,3.4762e+07,0
1.0359e-06,9,302.71,1,302.71,3.4387e+07,0
1.0359e-06,9,302.68,1,302.68,3.4014e+07,0
1.0359e-06,9,302.65,1,302.65,3.3603e+07,0
1.0359e-06,9,302.61,1,302.61,3.3165e+07,0
1.0359e-06,9,302.58,1,302.58,3.2709e+07,0
1.0359e-06,9,302.54,1,302.54,3.2252e+07,0
1.0359e-06,9,302.51,1,302.51,3.1816e+07,0
1.0359e-06,9,302.48,1,302.48,3.1428e+07,0
1.0359e-06,9,302.45,1,302.45,3.1104e+07,0
1.0359e-06,9,302.43,1,302.43,3.0847e+07,0
1.0359e-06,9,302.42,1,302.42,3.0663e+07,0
1.0359e-06,9,302.41,1,302.41,3.0542e+07,0
1.0359e-06,9,302.4,1,302.4,3.0469e+07,0
1.0359e-06,9,302.4,1,302.4,3.0435e+07,0
1.0359e-06,9,302.39,1,302.39,3.0431e+07,0
1.0359e-06,9,302.39,1,302.39,3.0442e+07,0
1.0359e-06,9,302.39,1,302.39,3.0459e+07,0
1.0359e-06,9,302.39,1,302.39,3.0471e+07,0
1.0359e-06,9,302.39,1,302.39,3.0453e+07,0
1.0359e-06,9,302.38,1,302.38,3.0399e+07,0
1.0359e-06,9,302.37,1,302.37,3.0272e+07,0
1.0359e-06,9,302.35,1,302.35,3.0064e+07,0
1.0359e-06,9,302.33,1,302.33,2.9754e+07,0
1.0359e-06,9,302.29,1,302.29,2.9341e+07,0
1.0359e-06,9,302.25,1,302.25,2.8827e+07,0
1.0359e-06,9,302.21,1,302.21,2.8274e+07,0
1.0359e-06,9,302.18,1,302.18,2.7806e+07,0
1.0359e-06,9,302.15,1,302.15,2.7425e+07,0
1.0359e-06,9,302.12,1,302.12,2.7125e+07,0
1.0359e-06,9,302.1,1,302.1,2.6895e+07,0
1.0359e-06,9,302.09,1,302.09,2.672e+07,0
1.0359e-06,9,302.08,1,302.08,2.6582e+07,0
1.0359e-06,9,302.07,1,302.07,2.6466e+07,0
