Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
8.4312e-07,9,303.07,1,303.07,4.1037e+07,0
8.4312e-07,9,303.07,1,303.07,4.1019e+07,0
8.4312e-07,9,303.06,1,303.06,4.0987e+07,0
8.4312e-07,9,303.06,1,303.06,4.0941e+07,0
8.4312e-07,9,303.06,1,303.06,4.0884e+07,0
8.4312e-07,9,303.05,1,303.05,4.0816e+07,0
8.4312e-07,9,303.05,1,303.05,4.0739e+07,0
8.4312e-07,9,303.04,1,303.04,4.0653e+07,0
8.4312e-07,9,303.03,1,303.03,4.0557e+07,0
8.4312e-07,9,303.03,1,303.03,4.0451e+07,0
8.4312e-07,9,303.02,1,303.02,4.0335e+07,0
8.4312e-07,9,303.01,1,303.01,4.0211e+07,0
8.4312e-07,9,303,1,303,4.0079e+07,0
8.4312e-07,9,302.99,1,302.99,3.9941e+07,0
8.4312e-07,9,302.98,1,302.98,3.9799e+07,0
8.4312e-07,9,302.97,1,302.97,3.9654e+07,0
8.4312e-07,9,302.96,1,302.96,3.9505e+07,0
8.4312e-07,9,302.95,1,302.94,3.9351e+07,0
8.4312e-07,9,302.93,1,302.93,3.9188e+07,0
8.4312e-07,9,302.92,1,302.92,3.9014e+07,0
8.4312e-07,9,302.91,1,302.91,3.8824e+07,0
8.4312e-07,9,302.89,1,302.89,3.861e+07,0
8.4312e-07,9,302.87,1,302.87,3.8366e+07,0
8.4312e-07,9,302.85,1,302.85,3.8089e+07,0
8.4312e-07,9,302.83,1,302.83,3.778e+07,0
8.4312e-07,9,302.8,1,302.8,3.7441e+07,0
