Time,"Cell Type","T3","alpha3","alpha3T3","pressure","vtkGhostType"
7.4078e-07,9,301.57,1,301.57,2.068e+07,0
7.4078e-07,9,301.57,1,301.57,2.0734e+07,0
7.4078e-07,9,301.58,1,301.58,2.0815e+07,0
7.4078e-07,9,301.59,1,301.59,2.0921e+07,0
7.4078e-07,9,301.6,1,301.6,2.1056e+07,0
7.4078e-07,9,301.61,1,301.61,2.1232e+07,0
7.4078e-07,9,301.63,1,301.63,2.1464e+07,0
7.4078e-07,9,301.65,1,301.65,2.1766e+07,0
7.4078e-07,9,301.68,1,301.68,2.2148e+07,0
7.4078e-07,9,301.72,1,301.72,2.261e+07,0
7.4078e-07,9,301.76,1,301.76,2.3154e+07,0
7.4078e-07,9,301.81,1,301.81,2.3784e+07,0
7.4078e-07,9,301.86,1,301.86,2.4516e+07,0
7.4078e-07,9,301.93,1,301.93,2.5355e+07,0
7.4078e-07,9,302,1,302,2.6292e+07,0
7.4078e-07,9,302.08,1,302.08,2.7315e+07,0
7.4078e-07,9,302.16,1,302.16,2.8402e+07,0
7.4078e-07,9,302.23,1,302.23,2.948e+07,0
7.4078e-07,9,302.31,1,302.31,3.0496e+07,0
7.4078e-07,9,302.37,1,302.37,3.1401e+07,0
7.4078e-07,9,302.43,1,302.43,3.2166e+07,0
7.4078e-07,9,302.47,1,302.47,3.2801e+07,0
7.4078e-07,9,302.51,1,302.51,3.3328e+07,0
7.4078e-07,9,302.54,1,302.54,3.3763e+07,0
7.4078e-07,9,302.56,1,302.56,3.4122e+07,0
7.4078e-07,9,302.59,1,302.58,3.4413e+07,0
