Time,"Points:0","Points:1","Points:2","Tm"
1.1956e-06,0.00012891,0.00094517,0,300.26
1.1956e-06,0.000125,0.00094505,0,300.26
1.1956e-06,0.00013281,0.00094516,0,300.26
1.1956e-06,0.00013672,0.00094514,0,300.26
1.1956e-06,0.00014062,0.00094511,0,300.26
1.1956e-06,0.00014453,0.00094509,0,300.26
1.1956e-06,0.00014844,0.00094507,0,300.26
1.1956e-06,0.00015234,0.00094505,0,300.27
1.1956e-06,0.00015625,0.00094503,0,300.27
1.1956e-06,0.00016016,0.00094501,0,300.27
1.1956e-06,0.00016406,0.000945,0,300.27
1.1956e-06,0.00016797,0.00094499,0,300.27
1.1956e-06,0.00017187,0.00094497,0,300.27
1.1956e-06,0.00017578,0.00094496,0,300.27
1.1956e-06,0.00017969,0.00094495,0,300.27
1.1956e-06,0.00018359,0.00094494,0,300.27
1.1956e-06,0.0001875,0.00094494,0,300.27
1.1956e-06,0.00019141,0.00094493,0,300.28
1.1956e-06,0.00019531,0.00094492,0,300.28
1.1956e-06,0.00019922,0.00094492,0,300.28
1.1956e-06,0.00020313,0.00094491,0,300.28
1.1956e-06,0.00020703,0.0009449,0,300.28
1.1956e-06,0.00021094,0.0009449,0,300.28
1.1956e-06,0.00021484,0.00094489,0,300.28
1.1956e-06,0.00021875,0.00094489,0,300.29
1.1956e-06,0.00022266,0.00094489,0,300.29
1.1956e-06,0.00022656,0.00094488,0,300.29
1.1956e-06,0.00023047,0.00094488,0,300.29
1.1956e-06,0.00023437,0.00094488,0,300.29
1.1956e-06,0.00023828,0.00094487,0,300.3
1.1956e-06,0.00024219,0.00094487,0,300.3
1.1956e-06,0.00024609,0.00094487,0,300.3
1.1956e-06,0.00025,0.00094488,0,300.3
1.1956e-06,0.00025391,0.00094489,0,300.31
1.1956e-06,0.00025781,0.0009449,0,300.31
1.1956e-06,0.00026172,0.00094489,0,300.31
1.1956e-06,0.00026563,0.00094489,0,300.31
1.1956e-06,0.00026953,0.00094489,0,300.32
1.1956e-06,0.00027344,0.00094489,0,300.32
1.1956e-06,0.00027734,0.00094489,0,300.32
1.1956e-06,0.00028125,0.00094488,0,300.33
1.1956e-06,0.00028516,0.00094488,0,300.33
1.1956e-06,0.00028906,0.00094488,0,300.33
1.1956e-06,0.00029297,0.00094488,0,300.34
1.1956e-06,0.00029687,0.00094488,0,300.34
1.1956e-06,0.00030078,0.00094488,0,300.35
1.1956e-06,0.00030469,0.00094488,0,300.35
1.1956e-06,0.00030859,0.00094488,0,300.36
1.1956e-06,0.0003125,0.00094488,0,300.36
1.1956e-06,0.00031641,0.00094488,0,300.37
1.1956e-06,0.00032031,0.00094488,0,300.37
1.1956e-06,0.00032422,0.00094488,0,300.38
1.1956e-06,0.00032812,0.00094488,0,300.39
1.1956e-06,0.00033203,0.00094488,0,300.4
1.1956e-06,0.00033594,0.00094488,0,300.41
1.1956e-06,0.00033984,0.00094488,0,300.41
1.1956e-06,0.00034375,0.00094488,0,300.42
1.1956e-06,0.00034766,0.00094488,0,300.43
1.1956e-06,0.00035156,0.00094488,0,300.45
1.1956e-06,0.00035547,0.00094488,0,300.46
1.1956e-06,0.00035938,0.00094488,0,300.49
1.1956e-06,0.00036328,0.00094488,0,300.5
1.1956e-06,0.00036719,0.00094488,0,300.52
