Time,"Points:0","Points:1","Points:2","Tm"
9.0706e-07,0.00012891,0.00094731,0,301.2
9.0706e-07,0.000125,0.00094728,0,301.21
9.0706e-07,0.00013281,0.00094726,0,301.2
9.0706e-07,0.00013672,0.00094722,0,301.19
9.0706e-07,0.00014062,0.00094718,0,301.19
9.0706e-07,0.00014453,0.00094714,0,301.18
9.0706e-07,0.00014844,0.00094711,0,301.18
9.0706e-07,0.00015234,0.00094708,0,301.17
9.0706e-07,0.00015625,0.00094705,0,301.17
9.0706e-07,0.00016016,0.00094702,0,301.16
9.0706e-07,0.00016406,0.00094699,0,301.16
9.0706e-07,0.00016797,0.00094697,0,301.16
9.0706e-07,0.00017187,0.00094694,0,301.15
9.0706e-07,0.00017578,0.00094692,0,301.15
9.0706e-07,0.00017969,0.0009469,0,301.15
9.0706e-07,0.00018359,0.00094689,0,301.14
9.0706e-07,0.0001875,0.00094687,0,301.14
9.0706e-07,0.00019141,0.00094686,0,301.14
9.0706e-07,0.00019531,0.00094684,0,301.13
9.0706e-07,0.00019922,0.00094683,0,301.13
9.0706e-07,0.00020313,0.00094682,0,301.13
9.0706e-07,0.00020703,0.0009468,0,301.13
9.0706e-07,0.00021094,0.00094679,0,301.12
9.0706e-07,0.00021484,0.00094678,0,301.12
9.0706e-07,0.00021875,0.00094677,0,301.12
9.0706e-07,0.00022266,0.00094676,0,301.12
9.0706e-07,0.00022656,0.00094675,0,301.12
9.0706e-07,0.00023047,0.00094675,0,301.12
9.0706e-07,0.00023437,0.00094674,0,301.11
9.0706e-07,0.00023828,0.00094673,0,301.11
9.0706e-07,0.00024219,0.00094672,0,301.11
9.0706e-07,0.00024609,0.00094672,0,301.11
9.0706e-07,0.00025,0.00094675,0,301.11
9.0706e-07,0.00025391,0.00094677,0,301.11
9.0706e-07,0.00025781,0.00094677,0,301.11
9.0706e-07,0.00026172,0.00094676,0,301.1
9.0706e-07,0.00026563,0.00094676,0,301.1
9.0706e-07,0.00026953,0.00094675,0,301.1
9.0706e-07,0.00027344,0.00094675,0,301.1
9.0706e-07,0.00027734,0.00094674,0,301.09
9.0706e-07,0.00028125,0.00094674,0,301.09
9.0706e-07,0.00028516,0.00094674,0,301.09
9.0706e-07,0.00028906,0.00094673,0,301.09
9.0706e-07,0.00029297,0.00094673,0,301.09
9.0706e-07,0.00029687,0.00094672,0,301.09
9.0706e-07,0.00030078,0.00094672,0,301.09
9.0706e-07,0.00030469,0.00094672,0,301.1
9.0706e-07,0.00030859,0.00094672,0,301.1
9.0706e-07,0.0003125,0.00094671,0,301.1
9.0706e-07,0.00031641,0.00094671,0,301.1
9.0706e-07,0.00032031,0.00094671,0,301.1
9.0706e-07,0.00032422,0.0009467,0,301.1
9.0706e-07,0.00032812,0.0009467,0,301.11
9.0706e-07,0.00033203,0.0009467,0,301.11
9.0706e-07,0.00033594,0.0009467,0,301.11
9.0706e-07,0.00033984,0.0009467,0,301.11
9.0706e-07,0.00034375,0.00094669,0,301.12
9.0706e-07,0.00034766,0.00094669,0,301.12
9.0706e-07,0.00035156,0.00094669,0,301.12
9.0706e-07,0.00035547,0.00094669,0,301.13
9.0706e-07,0.00035938,0.00094669,0,301.13
9.0706e-07,0.00036328,0.00094668,0,301.13
9.0706e-07,0.00036719,0.00094668,0,301.14
9.0706e-07,0.00037109,0.00094668,0,301.14
9.0706e-07,0.000375,0.00094668,0,301.15
9.0706e-07,0.00037891,0.00094668,0,301.15
9.0706e-07,0.00038281,0.00094668,0,301.16
9.0706e-07,0.00038672,0.00094667,0,301.16
9.0706e-07,0.00039063,0.00094667,0,301.17
9.0706e-07,0.00039453,0.00094667,0,301.17
9.0706e-07,0.00039844,0.00094667,0,301.18
9.0706e-07,0.00040234,0.00094667,0,301.18
9.0706e-07,0.00040625,0.00094667,0,301.19
9.0706e-07,0.00041016,0.00094667,0,301.19
9.0706e-07,0.00041406,0.00094667,0,301.2
9.0706e-07,0.00041797,0.00094667,0,301.22
9.0706e-07,0.00042188,0.00094666,0,301.24
9.0706e-07,0.00042578,0.00094666,0,301.26
9.0706e-07,0.00042969,0.00094666,0,301.3
9.0706e-07,0.00043359,0.00094666,0,301.34
9.0706e-07,0.0004375,0.00094666,0,301.37
9.0706e-07,0.00044141,0.00094666,0,301.39
9.0706e-07,0.00044531,0.00094666,0,301.39
9.0706e-07,0.00044922,0.00094666,0,301.4
9.0706e-07,0.00045312,0.00094666,0,301.4
9.0706e-07,0.00045703,0.00094666,0,301.4
9.0706e-07,0.00046094,0.00094666,0,301.4
9.0706e-07,0.00046484,0.00094666,0,301.4
9.0706e-07,0.00046875,0.00094666,0,301.4
9.0706e-07,0.00047266,0.00094666,0,301.4
9.0706e-07,0.00047656,0.00094666,0,301.4
9.0706e-07,0.00048047,0.00094666,0,301.4
9.0706e-07,0.00048437,0.00094666,0,301.4
9.0706e-07,0.00048828,0.00094666,0,301.4
9.0706e-07,0.00049219,0.00094666,0,301.4
9.0706e-07,0.00049609,0.00094666,0,301.4
9.0706e-07,0.0005,0.00094666,0,301.4
9.0706e-07,-0.00012891,0.00094731,0,301.2
9.0706e-07,-0.000125,0.00094728,0,301.21
9.0706e-07,-0.00013281,0.00094726,0,301.2
9.0706e-07,-0.00013672,0.00094722,0,301.19
9.0706e-07,-0.00014062,0.00094718,0,301.19
9.0706e-07,-0.00014453,0.00094714,0,301.18
9.0706e-07,-0.00014844,0.00094711,0,301.18
9.0706e-07,-0.00015234,0.00094708,0,301.17
9.0706e-07,-0.00015625,0.00094705,0,301.17
9.0706e-07,-0.00016016,0.00094702,0,301.16
9.0706e-07,-0.00016406,0.00094699,0,301.16
9.0706e-07,-0.00016797,0.00094697,0,301.16
9.0706e-07,-0.00017187,0.00094694,0,301.15
9.0706e-07,-0.00017578,0.00094692,0,301.15
9.0706e-07,-0.00017969,0.0009469,0,301.15
9.0706e-07,-0.00018359,0.00094689,0,301.14
9.0706e-07,-0.0001875,0.00094687,0,301.14
9.0706e-07,-0.00019141,0.00094686,0,301.14
9.0706e-07,-0.00019531,0.00094684,0,301.13
9.0706e-07,-0.00019922,0.00094683,0,301.13
9.0706e-07,-0.00020313,0.00094682,0,301.13
9.0706e-07,-0.00020703,0.0009468,0,301.13
9.0706e-07,-0.00021094,0.00094679,0,301.12
9.0706e-07,-0.00021484,0.00094678,0,301.12
9.0706e-07,-0.00021875,0.00094677,0,301.12
9.0706e-07,-0.00022266,0.00094676,0,301.12
9.0706e-07,-0.00022656,0.00094675,0,301.12
9.0706e-07,-0.00023047,0.00094675,0,301.12
9.0706e-07,-0.00023437,0.00094674,0,301.11
9.0706e-07,-0.00023828,0.00094673,0,301.11
9.0706e-07,-0.00024219,0.00094672,0,301.11
9.0706e-07,-0.00024609,0.00094672,0,301.11
9.0706e-07,-0.00025,0.00094675,0,301.11
9.0706e-07,-0.00025391,0.00094677,0,301.11
9.0706e-07,-0.00025781,0.00094677,0,301.11
9.0706e-07,-0.00026172,0.00094676,0,301.1
9.0706e-07,-0.00026563,0.00094676,0,301.1
9.0706e-07,-0.00026953,0.00094675,0,301.1
9.0706e-07,-0.00027344,0.00094675,0,301.1
9.0706e-07,-0.00027734,0.00094674,0,301.09
9.0706e-07,-0.00028125,0.00094674,0,301.09
9.0706e-07,-0.00028516,0.00094674,0,301.09
9.0706e-07,-0.00028906,0.00094673,0,301.09
9.0706e-07,-0.00029297,0.00094673,0,301.09
9.0706e-07,-0.00029687,0.00094672,0,301.09
9.0706e-07,-0.00030078,0.00094672,0,301.09
9.0706e-07,-0.00030469,0.00094672,0,301.1
9.0706e-07,-0.00030859,0.00094672,0,301.1
9.0706e-07,-0.0003125,0.00094671,0,301.1
9.0706e-07,-0.00031641,0.00094671,0,301.1
9.0706e-07,-0.00032031,0.00094671,0,301.1
9.0706e-07,-0.00032422,0.0009467,0,301.1
9.0706e-07,-0.00032812,0.0009467,0,301.11
9.0706e-07,-0.00033203,0.0009467,0,301.11
9.0706e-07,-0.00033594,0.0009467,0,301.11
9.0706e-07,-0.00033984,0.0009467,0,301.11
9.0706e-07,-0.00034375,0.00094669,0,301.12
9.0706e-07,-0.00034766,0.00094669,0,301.12
9.0706e-07,-0.00035156,0.00094669,0,301.12
9.0706e-07,-0.00035547,0.00094669,0,301.13
9.0706e-07,-0.00035938,0.00094669,0,301.13
9.0706e-07,-0.00036328,0.00094668,0,301.13
9.0706e-07,-0.00036719,0.00094668,0,301.14
9.0706e-07,-0.00037109,0.00094668,0,301.14
9.0706e-07,-0.000375,0.00094668,0,301.15
9.0706e-07,-0.00037891,0.00094668,0,301.15
9.0706e-07,-0.00038281,0.00094668,0,301.16
9.0706e-07,-0.00038672,0.00094667,0,301.16
9.0706e-07,-0.00039063,0.00094667,0,301.17
9.0706e-07,-0.00039453,0.00094667,0,301.17
9.0706e-07,-0.00039844,0.00094667,0,301.18
9.0706e-07,-0.00040234,0.00094667,0,301.18
9.0706e-07,-0.00040625,0.00094667,0,301.19
9.0706e-07,-0.00041016,0.00094667,0,301.19
9.0706e-07,-0.00041406,0.00094667,0,301.2
9.0706e-07,-0.00041797,0.00094667,0,301.22
9.0706e-07,-0.00042188,0.00094666,0,301.24
9.0706e-07,-0.00042578,0.00094666,0,301.26
9.0706e-07,-0.00042969,0.00094666,0,301.3
9.0706e-07,-0.00043359,0.00094666,0,301.34
9.0706e-07,-0.0004375,0.00094666,0,301.37
9.0706e-07,-0.00044141,0.00094666,0,301.39
9.0706e-07,-0.00044531,0.00094666,0,301.39
