Time,"Points:0","Points:1","Points:2","Tm"
9.3552e-07,0.00012891,0.00094714,0,301.25
9.3552e-07,0.000125,0.0009471,0,301.27
9.3552e-07,0.00013281,0.00094708,0,301.23
9.3552e-07,0.00013672,0.00094703,0,301.22
9.3552e-07,0.00014062,0.00094698,0,301.2
9.3552e-07,0.00014453,0.00094694,0,301.19
9.3552e-07,0.00014844,0.0009469,0,301.18
9.3552e-07,0.00015234,0.00094686,0,301.17
9.3552e-07,0.00015625,0.00094682,0,301.16
9.3552e-07,0.00016016,0.00094679,0,301.15
9.3552e-07,0.00016406,0.00094675,0,301.14
9.3552e-07,0.00016797,0.00094672,0,301.13
9.3552e-07,0.00017187,0.0009467,0,301.12
9.3552e-07,0.00017578,0.00094667,0,301.11
9.3552e-07,0.00017969,0.00094664,0,301.11
9.3552e-07,0.00018359,0.00094662,0,301.1
9.3552e-07,0.0001875,0.00094661,0,301.09
9.3552e-07,0.00019141,0.00094659,0,301.09
9.3552e-07,0.00019531,0.00094657,0,301.08
9.3552e-07,0.00019922,0.00094655,0,301.08
9.3552e-07,0.00020313,0.00094654,0,301.07
9.3552e-07,0.00020703,0.00094652,0,301.07
9.3552e-07,0.00021094,0.00094651,0,301.06
9.3552e-07,0.00021484,0.00094649,0,301.06
9.3552e-07,0.00021875,0.00094648,0,301.06
9.3552e-07,0.00022266,0.00094647,0,301.05
9.3552e-07,0.00022656,0.00094646,0,301.05
9.3552e-07,0.00023047,0.00094645,0,301.05
9.3552e-07,0.00023437,0.00094644,0,301.04
9.3552e-07,0.00023828,0.00094643,0,301.04
9.3552e-07,0.00024219,0.00094642,0,301.03
9.3552e-07,0.00024609,0.00094642,0,301.03
9.3552e-07,0.00025,0.00094645,0,301.03
9.3552e-07,0.00025391,0.00094647,0,301.03
9.3552e-07,0.00025781,0.00094647,0,301.02
9.3552e-07,0.00026172,0.00094646,0,301.02
9.3552e-07,0.00026563,0.00094645,0,301.02
9.3552e-07,0.00026953,0.00094645,0,301.02
9.3552e-07,0.00027344,0.00094644,0,301.01
9.3552e-07,0.00027734,0.00094644,0,301.01
9.3552e-07,0.00028125,0.00094643,0,301.01
9.3552e-07,0.00028516,0.00094643,0,301.01
9.3552e-07,0.00028906,0.00094642,0,301.01
9.3552e-07,0.00029297,0.00094642,0,301
9.3552e-07,0.00029687,0.00094641,0,301
9.3552e-07,0.00030078,0.00094641,0,301
9.3552e-07,0.00030469,0.0009464,0,301
9.3552e-07,0.00030859,0.0009464,0,301
9.3552e-07,0.0003125,0.0009464,0,301
9.3552e-07,0.00031641,0.00094639,0,300.99
9.3552e-07,0.00032031,0.00094639,0,300.99
9.3552e-07,0.00032422,0.00094639,0,300.99
9.3552e-07,0.00032812,0.00094638,0,300.99
9.3552e-07,0.00033203,0.00094638,0,300.99
9.3552e-07,0.00033594,0.00094638,0,300.98
9.3552e-07,0.00033984,0.00094638,0,300.98
9.3552e-07,0.00034375,0.00094637,0,300.98
9.3552e-07,0.00034766,0.00094637,0,300.99
9.3552e-07,0.00035156,0.00094637,0,300.99
9.3552e-07,0.00035547,0.00094637,0,300.99
9.3552e-07,0.00035938,0.00094636,0,300.99
9.3552e-07,0.00036328,0.00094636,0,300.99
